r_squared,adj_r_squared,f_statistic,f_pvalue,rmse,n_obs,df_resid,bp_lm_stat,bp_lm_pvalue
0.4048828369457729,0.40154884723678563,121.44093782123888,5.8417351090579e-41,1497.4005517434928,360,357,15.444156566129239,0.00044293909383779853
